CREDIT	INCOME
281975 	102000 
420917 	25500 
450696 	102000 
58171 	20400 
111961 	0 
183412 	0 
233400 	52734 
200000 	40800 
92041 	29580 
443170 	42840 
42000 	18360 
100000 	40800 
43053 	0 
226100 	66300 
40947 	0 
64222 	19380 
68207 	41820 
225838 	25500 
50151 	0 
26000 	13260 
290308 	30600 
135843 	40800 
340200 	27540 
63814 	0 
251125 	39780 
51780 	12240 
532375 	26826 
735316 	40800 
182235 	19380 
338090 	25500 
204667 	0 
164600 	40800 
52632 	0 
150880 	51000 
91529 	64289 
284756 	71526 
71142 	13260 
600000 	81600 
50000 	10200 
196375 	36720 
322124 	18677 
155000 	53040 
119882 	0 
120000 	53040 
420000 	35700 
179882 	17340 
122588 	45900 
334743 	51000 
411100 	61200 
297926 	15300 
121202 	0 
205294 	0 
33196 	0 
104576 	20400 
307453 	61200 
331314 	46920 
243515 	0 
46778 	35700 
122737 	35700 
360154 	61200 
400000 	0 
43053 	0 
177401 	29070 
188520 	20400 
304000 	40800 
235125 	0 
382750 	28560 
176813 	30600 
91529 	0 
570000 	0 
375670 	15300 
119385 	22848 
82902 	18360 
242118 	26520 
65594 	0 
270190 	0 
376852 	51000 
88901 	0 
684272 	30600 
161882 	15300 
157300 	25500 
300000 	35700 
148554 	20400 
71002 	21828 
124941 	29580 
27474 	45900 
185176 	30600 
22000 	17340 
191000 	0 
138518 	0 
211500 	35700 
150000 	30600 
387279 	51000 
78235 	20400 
117556 	35700 
123306 	26520 
102552 	17493 
92211 	32640 
90000 	25500 
200000 	20400 
384200 	24480 
28936 	25500 
283314 	44880 
254353 	0 
127903 	19380 
350472 	30600 
70433 	17340 
116647 	10608 
37010 	0 
23684 	33660 
426556 	91800 
198083 	47940 
78000 	15300 
78778 	71400 
600000 	0 
600000 	0 
262227 	52020 
16737 	25500 
185900 	30600 
499200 	61200 
93625 	29580 
1000000 	0 
1010447 	27540 
457191 	20400 
294800 	32640 
331899 	23460 
127867 	26520 
364727 	0 
56556 	27540 
54588 	0 
22000 	0 
102235 	35700 
226000 	40800 
247313 	17340 
339920 	20400 
223935 	30600 
290900 	61200 
165294 	15300 
184707 	81600 
117560 	0 
1117742 	28560 
243965 	69083 
196000 	12668 
281000 	0 
300900 	0 
246941 	40800 
106322 	31620 
106322 	0 
309294 	0 
188118 	30600 
162528 	30600 
124471 	36210 
55027 	31037 
129670 	45900 
261765 	25500 
386000 	25500 
350000 	25500 
55386 	51000 
113797 	51000 
608372 	51000 
130488 	0 
21500 	51000 
72000 	12240 
420345 	25500 
600000 	49017 
359878 	109548 
255376 	61200 
432133 	21420 
166133 	25500 
423862 	15300 
230000 	25500 
316800 	30600 
600000 	81600 
110879 	0 
132221 	31620 
27263 	0 
52474 	0 
242171 	20400 
600000 	0 
360000 	26607 
190900 	30600 
13158 	24480 
218100 	32640 
830000 	71400 
605000 	37627 
200000 	45834 
466044 	17340 
330659 	0 
327869 	40800 
25000 	15300 
364900 	21420 
86941 	0 
218588 	25500 
144415 	15300 
300900 	81600 
107375 	66300 
55386 	10601 
162556 	51000 
115314 	14280 
80886 	40800 
178000 	45900 
61500 	0 
90214 	18360 
170657 	20400 
106660 	27540 
135142 	40800 
2411772 	25500 
267000 	51026 
87322 	24480 
91358 	29580 
577077 	61200 
31612 	38760 
109081 	30600 
211304 	81600 
432000 	25500 
500000 	51000 
245443 	40800 
400000 	204000 
633127 	183600 
318706 	30600 
170000 	20400 
254670 	91800 
168077 	27540 
77667 	23460 
600000 	44880 
77400 	0 
105374 	76500 
135359 	31620 
84900 	25500 
270250 	40800 
226125 	0 
372400 	45900 
1000000 	102000 
243515 	29539 
224237 	36720 
706542 	40800 
25158 	25500 
63412 	0 
200000 	20400 
196593 	41616 
46526 	51000 
162750 	35700 
73836 	25500 
45000 	27343 
350710 	19380 
90341 	20400 
290058 	0 
52055 	20400 
271075 	96900 
124616 	30600 
45444 	25500 
138533 	12240 
36737 	0 
800000 	102000 
89067 	0 
39600 	18360 
263435 	35700 
281298 	35700 
86500 	27540 
1000000 	0 
4256744 	30600 
81091 	30600 
203653 	81600 
113061 	35700 
174642 	71400 
73882 	15300 
48609 	23460 
89433 	23460 
150000 	51000 
145859 	22440 
371023 	0 
148625 	20400 
1000000 	0 
600000 	0 
147467 	51000 
355783 	45900 
382400 	45900 
236353 	0 
556098 	51000 
106353 	14280 
219867 	45390 
386979 	30600 
226100 	0 
458171 	35700 
450900 	30600 
88415 	17340 
247733 	22612 
120478 	9690 
316000 	74421 
481852 	30600 
124941 	0 
251700 	27540 
44616 	28560 
334270 	20400 
115314 	13260 
172316 	0 
541385 	18360 
492787 	25500 
95000 	0 
173946 	30600 
219563 	44232 
412982 	153000 
523700 	40800 
80109 	30600 
386400 	0 
232900 	163200 
203412 	20400 
204000 	0 
300000 	153000 
194000 	17340 
280418 	16320 
277730 	33660 
34131 	24480 
70000 	23460 
361815 	25500 
600000 	86700 
130000 	13260 
39789 	25500 
600000 	61200 
148471 	15185 
120941 	27540 
278743 	16816 
200000 	19380 
82128 	20400 
118706 	43860 
286941 	22440 
198939 	81600 
522000 	91800 
430824 	0 
242235 	0 
600000 	51000 
147900 	30600 
785119 	7650 
345000 	51000 
997134 	45900 
230181 	40874 
73300 	16873 
59053 	0 
364300 	36720 
183294 	21420 
70291 	32640 
333900 	0 
349241 	45900 
238090 	20400 
150000 	40800 
263544 	43063 
48576 	31620 
56737 	0 
112353 	51000 
289538 	25500 
500900 	35700 
200900 	20400 
234079 	35700 
132457 	19685 
173467 	30600 
300936 	24480 
371800 	30600 
55027 	23460 
238667 	33660 
123472 	9425 
190000 	10200 
394270 	71400 
50000 	0 
122118 	30600 
79789 	28560 
149675 	0 
62444 	25500 
100900 	142800 
396076 	0 
143200 	60678 
55027 	11220 
155314 	17340 
41222 	42840 
195187 	27540 
260606 	0 
834533 	0 
53625 	37740 
106322 	26520 
245729 	30600 
52526 	0 
318471 	30600 
110469 	0 
139607 	51000 
48471 	19380 
71889 	16830 
417450 	29580 
854000 	102000 
576125 	0 
514502 	25500 
104588 	0 
35263 	0 
46197 	18360 
80556 	21420 
320000 	35700 
669486 	38760 
129405 	0 
140287 	15300 
115176 	0 
338533 	45900 
110300 	29784 
65213 	51000 
132857 	25500 
332238 	0 
143203 	40800 
118000 	0 
902620 	0 
251529 	0 
107340 	25500 
96000 	9180 
374000 	51000 
160633 	13260 
54455 	10200 
182061 	35700 
107324 	9486 
293500 	0 
47667 	35700 
401200 	22440 
104543 	18360 
223222 	102000 
33789 	42840 
119533 	12240 
425712 	32640 
280000 	26520 
273333 	18360 
212500 	0 
170900 	20400 
140440 	40800 
352790 	0 
106322 	25500 
90900 	102000 
96685 	35700 
187373 	7701 
165802 	14688 
126125 	49980 
263000 	25500 
279000 	20400 
105000 	30600 
150000 	25500 
1000000 	0 
2000000 	326400 
320000 	27540 
317071 	0 
56556 	25500 
247719 	30600 
600000 	153000 
760633 	40800 
115825 	16830 
71000 	15300 
493800 	51000 
124222 	23460 
615300 	88740 
187750 	0 
39574 	30600 
89780 	30600 
62889 	18360 
29692 	7140 
568807 	40800 
130341 	25500 
309900 	0 
229333 	70380 
180682 	12240 
166854 	32640 
221869 	0 
526743 	51641 
69280 	0 
256709 	0 
254015 	0 
102235 	0 
520900 	23460 
600900 	35700 
133859 	19686 
173915 	35700 
357300 	0 
147656 	10200 
587170 	35700 
292250 	76500 
44667 	35700 
90941 	0 
36777 	21420 
320000 	27540 
331023 	71400 
66268 	17340 
80900 	27540 
116704 	23950 
999846 	40800 
105374 	8976 
53895 	0 
61005 	51000 
41949 	35700 
217189 	61200 
351627 	53040 
347420 	61200 
412658 	25500 
284710 	25500 
135333 	25500 
46262 	21420 
401091 	26520 
424588 	40800 
81000 	22185 
31266 	12240 
208941 	21420 
200907 	40800 
111132 	0 
204824 	35700 
247459 	20400 
355674 	17340 
636914 	40800 
136588 	25500 
338300 	0 
565690 	86700 
189847 	30600 
345000 	45900 
202889 	30600 
1000000 	68340 
656995 	76735 
22023 	7945 
164609 	20400 
141760 	18360 
283896 	35700 
102941 	0 
100000 	76500 
17667 	35700 
860184 	0 
163160 	61200 
238625 	30600 
483353 	54060 
163135 	40800 
316122 	30770 
518890 	44507 
63890 	32640 
100000 	15300 
477529 	0 
511392 	0 
209692 	0 
188308 	0 
36484 	0 
164588 	40800 
121484 	29886 
48316 	0 
124824 	23460 
417200 	30600 
110000 	19890 
209200 	20400 
170000 	61200 
240811 	35700 
33091 	13260 
530000 	45900 
247882 	40800 
101125 	35700 
298625 	23460 
276000 	0 
77000 	15300 
252457 	17486 
27732 	0 
96308 	0 
105374 	20400 
23626 	25500 
162658 	0 
1395401 	20400 
597701 	33660 
414000 	35760 
232771 	51000 
112585 	20400 
118706 	0 
82974 	29478 
400000 	40800 
678321 	35700 
111000 	22440 
100000 	65537 
304106 	18360 
149200 	13260 
82000 	8605 
88438 	27744 
241118 	26967 
291969 	0 
347758 	27540 
445400 	91800 
55628 	25500 
324000 	56100 
539701 	61200 
105059 	15300 
224588 	122400 
233468 	22440 
182533 	8160 
46824 	23460 
147871 	0 
153081 	102000 
361000 	30600 
459938 	9237 
75415 	24480 
107340 	0 
519620 	51000 
166674 	23460 
465000 	32640 
158061 	18360 
167602 	29886 
311000 	24849 
139294 	0 
55934 	33660 
141200 	0 
706941 	40800 
155567 	0 
359882 	0 
542450 	61200 
260250 	0 
271243 	32640 
286000 	30600 
143294 	23970 
235300 	27540 
330659 	66300 
100000 	17340 
541285 	39973 
210900 	21420 
321900 	0 
339489 	42627 
65765 	30600 
115537 	12205 
59895 	0 
21546 	0 
78366 	25500 
820000 	37740 
315625 	30600 
385348 	45900 
80000 	0 
251176 	51000 
164216 	61853 
501000 	0 
300900 	142800 
84487 	61200 
196921 	25500 
150900 	51000 
300000 	0 
412824 	0 
63765 	30600 
287129 	23460 
107574 	30600 
190622 	59772 
95684 	0 
340380 	25500 
38365 	10241 
45199 	47940 
294170 	23970 
600000 	61200 
312000 	0 
168588 	30600 
100000 	52020 
106941 	19380 
300588 	39780 
25333 	22440 
434354 	23442 
200900 	0 
1344436 	204000 
66849 	18360 
50000 	25500 
333765 	30600 
800900 	0 
599900 	102000 
617548 	25215 
114900 	0 
311590 	42917 
230000 	51000 
738890 	33660 
20000 	0 
300000 	0 
986312 	29580 
109600 	66300 
272843 	29580 
97412 	20400 
167778 	23154 
441091 	23460 
134400 	20400 
211697 	0 
132658 	40800 
232254 	11934 
1000000 	61200 
488700 	30600 
56107 	17268 
119500 	27540 
120000 	30600 
435000 	31620 
119556 	25500 
300000 	35700 
100200 	23460 
268289 	30141 
109176 	11220 
376125 	25500 
236617 	30600 
48556 	25500 
540000 	30693 
127882 	25500 
180893 	51000 
131588 	0 
346200 	40800 
208634 	15300 
179928 	19418 
200900 	71400 
54564 	0 
392606 	0 
53895 	0 
314770 	20400 
300000 	56100 
55579 	23460 
39550 	15300 
92472 	22185 
594718 	30600 
288900 	0 
112421 	61200 
51800 	23460 
700000 	0 
170391 	40800 
558101 	49752 
89294 	20400 
115314 	22440 
19972 	25500 
223000 	47940 
64421 	38281 
227314 	30600 
265765 	24480 
80000 	11220 
190000 	22440 
248118 	22440 
369900 	36720 
91710 	17340 
233418 	24480 
387483 	17340 
36224 	0 
240235 	56100 
160000 	14953 
291000 	20400 
430900 	25500 
52205 	17734 
230824 	40800 
181626 	27540 
495000 	35700 
74947 	0 
1343497 	51000 
456701 	45900 
130266 	20400 
280333 	30600 
120941 	21420 
210375 	28560 
378438 	34680 
405185 	60180 
452400 	0 
56109 	42840 
80806 	22440 
287867 	0 
216801 	20400 
50000 	15300 
100057 	40800 
25259 	0 
295800 	38760 
35900 	0 
325158 	0 
92671 	0 
157483 	25500 
235000 	20400 
343886 	51000 
135788 	0 
392100 	41737 
69688 	0 
215900 	40800 
50316 	0 
119882 	0 
21771 	0 
122530 	6120 
99010 	31620 
150857 	38760 
203165 	21742 
94947 	40800 
142500 	17340 
250000 	0 
479000 	48960 
344875 	45900 
595400 	71400 
513300 	71400 
396000 	51000 
114616 	32640 
230200 	27540 
118778 	0 
178462 	35700 
285237 	51000 
319916 	20400 
100000 	14328 
240000 	52530 
173733 	15300 
636100 	0 
129111 	0 
71647 	25500 
83700 	28560 
256709 	17340 
317200 	25500 
41000 	25500 
119089 	13643 
47556 	25500 
237514 	25500 
338000 	45900 
279777 	0 
211697 	23532 
164918 	10200 
110383 	16320 
234000 	27003 
53067 	25500 
159538 	25500 
139333 	26520 
166378 	30600 
308900 	30600 
540000 	54060 
333140 	40800 
153500 	0 
250000 	20410 
140000 	22440 
502400 	55787 
155211 	20400 
323064 	45900 
57554 	40800 
180000 	40800 
104588 	40800 
483010 	22950 
203125 	0 
58726 	22440 
390471 	20400 
66118 	51000 
255628 	25500 
24287 	25500 
352639 	20400 
28324 	13260 
285137 	45900 
113077 	30600 
342360 	0 
200071 	35700 
289897 	0 
516155 	15300 
296906 	51000 
2520733 	51000 
685949 	30600 
219563 	33103 
175956 	25500 
111647 	45900 
253300 	0 
29263 	0 
175808 	15300 
122235 	35700 
33059 	20400 
72105 	37740 
357013 	45900 
293647 	0 
195314 	51356 
300000 	91800 
181069 	14280 
263882 	34680 
209333 	71400 
408800 	0 
62000 	30600 
64588 	31620 
187694 	15300 
358151 	0 
133256 	24480 
1000000 	0 
23755 	0 
220769 	0 
150000 	0 
207294 	20400 
255300 	30600 
743900 	51000 
252457 	19380 
126105 	0 
275176 	30600 
454797 	50745 
243291 	41820 
215191 	14790 
43900 	14280 
46211 	18360 
67882 	0 
328588 	30600 
143282 	34680 
138113 	40800 
600000 	76500 
600000 	102000 
572832 	51000 
105882 	15300 
493449 	96900 
144790 	40800 
115314 	51000 
704800 	97920 
45444 	10200 
118706 	0 
5364957 	87054 
163135 	20400 
233600 	36720 
664877 	35700 
232477 	0 
947149 	40800 
503400 	56688 
34757 	47940 
319385 	14280 
21370 	0 
38105 	0 
389000 	0 
125753 	35700 
64125 	30090 
116860 	45900 
100000 	0 
530471 	35700 
202721 	43524 
261155 	20400 
94632 	56100 
67766 	20400 
45000 	27540 
599833 	38760 
44842 	25500 
67667 	27540 
309635 	30600 
93647 	0 
215000 	31620 
233670 	30600 
31434 	23460 
100000 	15300 
268500 	11453 
150000 	30600 
181765 	53040 
10425981 	32640 
44421 	25500 
219647 	35700 
126693 	25500 
539882 	48960 
36821 	30384 
600000 	0 
223222 	51000 
82778 	20400 
55334 	30600 
600900 	71400 
200000 	39806 
150000 	0 
137789 	25500 
25651 	10200 
58739 	35700 
134533 	6120 
541900 	20400 
66824 	30600 
73600 	30600 
60973 	35700 
63053 	18360 
182524 	40800 
109995 	0 
68034 	0 
858764 	25500 
80824 	14280 
67263 	0 
154706 	0 
70076 	16768 
119895 	0 
122235 	28560 
327172 	0 
399326 	44880 
600000 	66543 
176800 	0 
122353 	21420 
135300 	14234 
560946 	17340 
204570 	60397 
62462 	20173 
414059 	45900 
34158 	25500 
393000 	58140 
28378 	23460 
30500 	25500 
284750 	30600 
203707 	25500 
255500 	30600 
295176 	35700 
403900 	28560 
146200 	0 
12111 	26520 
600000 	102000 
261249 	28560 
307921 	18360 
43098 	28050 
199010 	40800 
600000 	47628 
122991 	35096 
218579 	0 
94000 	25500 
162259 	76500 
74632 	51000 
222743 	17850 
157000 	20400 
728364 	35700 
176133 	32640 
199000 	40800 
427900 	32640 
316941 	30600 
60000 	40800 
311867 	42330 
500000 	35700 
568726 	153000 
172625 	30600 
327722 	20400 
82238 	12240 
354000 	45900 
80900 	18231 
139882 	40800 
106570 	0 
107617 	27336 
449995 	41042 
184081 	30600 
374376 	0 
304000 	19380 
97387 	39188 
121868 	0 
318000 	40800 
213653 	11220 
230044 	17340 
112111 	40800 
256125 	15300 
64000 	40800 
187802 	30600 
51600 	25500 
100000 	0 
97400 	0 
795231 	35700 
151000 	21420 
101581 	35700 
101581 	35700 
480000 	30600 
217200 	40800 
283800 	42330 
376000 	26520 
71529 	25500 
239363 	35700 
1377676 	142800 
53579 	0 
600000 	27540 
32888 	40800 
350000 	41595 
36354 	51000 
170471 	20734 
54632 	28560 
76412 	30600 
221300 	19890 
66268 	61200 
331067 	0 
336870 	0 
227900 	65280 
133208 	35700 
85773 	0 
118706 	0 
166924 	35700 
333240 	15300 
275296 	30600 
59562 	9180 
477084 	25500 
299260 	0 
212454 	30600 
437451 	60410 
24300 	26520 
127722 	0 
53579 	67908 
220022 	20400 
500923 	30600 
161125 	0 
63093 	44880 
268502 	71400 
129294 	20400 
75155 	0 
421127 	40800 
360000 	40800 
350000 	36405 
50000 	10200 
340989 	45900 
326600 	71400 
87679 	34935 
32461 	18360 
345900 	35700 
313900 	56100 
102000 	306000 
135000 	16320 
354000 	0 
176989 	25500 
368666 	15300 
177941 	18360 
401029 	31620 
59053 	0 
28500 	32640 
363176 	0 
143900 	20400 
280000 	35700 
157529 	0 
181000 	51026 
200900 	61200 
402309 	20400 
397800 	25500 
107340 	40800 
194600 	30600 
345600 	40800 
30615 	6630 
581200 	35700 
90000 	16320 
154444 	40800 
149727 	0 
276516 	17340 
226700 	20400 
86941 	10200 
60211 	10200 
105374 	0 
50444 	15300 
179765 	0 
60000 	17340 
580000 	35700 
163412 	30600 
359224 	40800 
673849 	17340 
84702 	23460 
122588 	0 
160588 	0 
161200 	24480 
33579 	25500 
109290 	61200 
273818 	15300 
69000 	10200 
232000 	30600 
155949 	0 
320000 	45900 
295176 	0 
200000 	87412 
73789 	0 
130471 	0 
182909 	0 
200900 	19890 
122235 	12240 
500000 	30600 
265333 	20400 
314051 	37740 
103886 	11220 
169000 	0 
218000 	11934 
133176 	0 
413859 	15606 
154000 	15300 
30421 	0 
169399 	19380 
55729 	0 
78353 	0 
51789 	0 
146545 	22440 
21700 	10200 
422909 	25500 
36000 	0 
141625 	0 
46211 	15300 
94000 	18360 
62386 	13260 
470000 	0 
63765 	0 
24421 	0 
85000 	0 
77283 	12240 
217376 	0 
184684 	0 
55882 	20400 
103872 	25500 
83556 	37740 
191013 	0 
50000 	5610 
192824 	32640 
288000 	51000 
115839 	51000 
83000 	24480 
383600 	40800 
295176 	0 
156556 	15300 
101412 	21420 
212235 	0 
590568 	28560 
263500 	0 
207977 	38760 
397684 	20400 
100928 	0 
13562 	20400 
237882 	30600 
320000 	46145 
95684 	0 
538459 	40800 
323412 	0 
199600 	20400 
162471 	40800 
160184 	30600 
252706 	0 
331803 	30600 
86900 	40800 
598987 	0 
338500 	25500 
236333 	21420 
150000 	0 
460759 	0 
170900 	0 
39789 	20400 
55386 	0 
97412 	31295 
486900 	0 
200000 	0 
31111 	12240 
400000 	51000 
194875 	0 
270615 	13260 
82974 	0 
114235 	25500 
167184 	30600 
87158 	41700 
453452 	76500 
183176 	23460 
408158 	25500 
78941 	40800 
236242 	21114 
405355 	23460 
188902 	35700 
846356 	51000 
234463 	20400 
278800 	16320 
99890 	30600 
226400 	23460 
70770 	14280 
100000 	53040 
403630 	23460 
100000 	0 
54645 	28560 
109081 	12240 
294990 	45900 
456125 	30600 
336643 	18360 
53600 	35700 
135059 	35700 
439882 	40086 
520900 	71400 
600000 	51000 
686329 	25500 
126351 	30600 
166482 	25500 
61579 	15300 
36632 	0 
73882 	29070 
496040 	44880 
60900 	25500 
540900 	38760 
352119 	62220 
156900 	0 
110879 	16728 
179292 	20400 
299059 	32742 
103600 	45900 
404900 	51000 
391000 	137700 
64765 	30600 
554000 	0 
101848 	51000 
351950 	40800 
278600 	40800 
485490 	40800 
53579 	0 
120900 	25500 
355674 	122400 
185294 	0 
183000 	38970 
662556 	56100 
104451 	25500 
144400 	0 
199900 	102000 
177912 	20400 
139647 	24480 
335867 	20400 
62111 	27540 
100000 	40800 
132824 	25500 
320000 	24173 
2376142 	30600 
179900 	40800 
142118 	0 
298701 	30600 
131436 	20400 
230000 	20400 
196000 	40800 
165824 	35700 
487900 	25500 
161059 	18360 
243014 	20400 
182658 	0 
519700 	0 
68706 	30600 
107340 	71400 
130000 	30600 
500900 	0 
100000 	14280 
432233 	24749 
163412 	29094 
71469 	32406 
318002 	16320 
397750 	56100 
320900 	0 
385900 	52122 
114900 	32100 
400836 	20770 
236000 	71400 
105374 	18360 
106167 	61200 
150000 	72293 
179000 	16234 
97910 	30516 
820000 	102000 
472168 	28905 
85248 	20400 
1000000 	73950 
290900 	20400 
92211 	0 
383210 	35700 
140500 	0 
124941 	0 
527558 	30600 
33405 	15300 
171256 	49396 
114701 	27540 
160000 	13056 
323900 	30600 
160309 	76500 
90471 	27540 
107882 	30600 
65634 	37740 
145000 	30600 
147294 	51000 
71294 	17340 
113625 	51000 
68523 	35700 
83412 	0 
183362 	40800 
98706 	12240 
270687 	35700 
79011 	23460 
61639 	25500 
63174 	20400 
61700 	17340 
77149 	0 
142238 	18360 
511000 	51026 
300900 	51000 
776087 	38760 
78529 	51000 
180787 	15300 
381311 	40800 
182909 	8160 
130583 	25500 
226556 	35700 
57789 	0 
200000 	57937 
135988 	35700 
106211 	102000 
223133 	20400 
103600 	40800 
152857 	18870 
280380 	25500 
85386 	8160 
38778 	28560 
50435 	8160 
246200 	0 
46652 	54060 
45444 	28560 
78444 	20400 
12583 	32640 
194736 	45900 
61579 	32640 
39646 	35700 
56778 	15810 
405200 	32012 
600000 	51000 
313625 	25500 
380886 	0 
285096 	81600 
87000 	30600 
343886 	55794 
136612 	12240 
100000 	89760 
142235 	20400 
285200 	45900 
1450172 	20400 
235499 	12750 
167231 	20400 
321647 	33026 
537600 	0 
62857 	61200 
274304 	15300 
48551 	25500 
482750 	30600 
250900 	0 
494640 	30600 
308036 	20605 
56667 	0 
476952 	0 
583165 	51000 
98588 	20400 
280900 	38760 
616709 	0 
210380 	13260 
66941 	33905 
300000 	35700 
246800 	25500 
203504 	21420 
80803 	44681 
213018 	123962 
150115 	12240 
325297 	30600 
250000 	11220 
88925 	15300 
16258 	32640 
343025 	30600 
270000 	40800 
242025 	34757 
84275 	40800 
65588 	16320 
94000 	20400 
422962 	51000 
53635 	33444 
302235 	0 
96810 	0 
25900 	51000 
395300 	30600 
136444 	40800 
118706 	0 
119556 	25500 
382787 	20400 
271899 	71400 
159009 	61200 
761037 	30600 
110000 	40800 
400000 	61200 
103000 	29580 
163867 	13260 
139416 	25500 
356900 	40800 
21941 	25500 
37789 	26724 
75647 	26520 
197625 	17340 
21551 	25500 
554667 	25500 
300000 	0 
229600 	51000 
156900 	25500 
150000 	102000 
62111 	20400 
476235 	35700 
34175 	0 
297634 	30600 
133035 	30600 
200900 	30600 
200000 	26520 
33647 	13615 
25900 	11220 
120000 	40800 
24000 	0 
484824 	0 
355000 	50969 
66105 	35700 
441034 	35700 
133400 	10710 
559750 	100725 
120000 	35700 
484375 	40064 
140432 	46240 
455176 	35700 
200000 	25500 
62416 	61200 
251282 	35700 
52692 	20400 
35684 	46325 
265387 	44880 
106211 	40800 
204374 	11220 
164918 	51000 
201059 	25500 
101900 	35700 
288118 	45900 
74875 	59317 
80687 	20400 
55824 	25500 
214653 	34680 
300522 	25500 
194941 	0 
503900 	40800 
250000 	29580 
85248 	19380 
497000 	0 
131474 	0 
246100 	0 
459800 	51000 
157680 	0 
542700 	55487 
642946 	0 
109920 	122400 
71647 	26503 
688070 	0 
206940 	15300 
242785 	0 
680000 	0 
40762 	91800 
166598 	0 
556556 	0 
567190 	0 
518022 	193800 
507468 	81600 
246477 	31620 
88900 	16116 
500900 	31208 
73023 	0 
89647 	61200 
85444 	19380 
418500 	102000 
600000 	0 
565078 	40800 
87012 	35700 
180709 	132600 
163378 	30600 
181059 	43860 
159009 	26622 
58737 	0 
400000 	61200 
52408 	20400 
84216 	20400 
66688 	31620 
260758 	45900 
139882 	0 
55396 	19683 
207300 	29580 
72669 	18360 
320914 	81600 
41949 	25500 
64787 	23460 
274627 	66300 
1000000 	0 
568857 	25500 
302033 	45900 
120854 	12240 
480438 	30600 
380828 	91800 
419125 	0 
380886 	47940 
243412 	45900 
163934 	16320 
11179 	36720 
110261 	35700 
600000 	36385 
375533 	30600 
186012 	30600 
259367 	37740 
246743 	40800 
23263 	27800 
147884 	32640 
800000 	177480 
352570 	23970 
317750 	40800 
182400 	0 
200000 	29595 
300000 	51000 
207000 	64260 
28526 	0 
255875 	17340 
265251 	51000 
341800 	40800 
172900 	45900 
356900 	35700 
119000 	0 
163989 	30600 
216815 	48960 
209900 	0 
205300 	0 
523300 	81600 
425000 	0 
200368 	30600 
800900 	0 
915000 	0 
181941 	25500 
1000000 	0 
150172 	35700 
1000000 	0 
56235 	25500 
178694 	21420 
210221 	20400 
305077 	29580 
110879 	31719 
71000 	24480 
115778 	35700 
278216 	35700 
130882 	53737 
247995 	80265 
115055 	24230 
1000000 	61200 
322706 	45419 
80102 	0 
40935 	61200 
115778 	36720 
165207 	31278 
180936 	19380 
55579 	42449 
402375 	30600 
177529 	32640 
400900 	255000 
285283 	51000 
180900 	221011 
148625 	49582 
127600 	16320 
697412 	68439 
1309735 	24480 
128774 	49980 
600000 	56100 
95206 	50281 
350900 	0 
465900 	61200 
327285 	40800 
119843 	51000 
198500 	0 
700900 	0 
273160 	24480 
160000 	15300 
412824 	71400 
228900 	30600 
346203 	61200 
114500 	51000 
256619 	45900 
184588 	51000 
75764 	13260 
615300 	96900 
370235 	0 
347984 	25500 
47400 	37740 
56379 	0 
109407 	0 
377000 	51000 
281936 	20400 
75692 	71400 
115314 	20400 
74522 	18360 
84667 	10376 
38262 	0 
549620 	20400 
96308 	28828 
206564 	81600 
630887 	35700 
155567 	0 
56163 	21420 
595568 	0 
182909 	30600 
322900 	40800 
149200 	23460 
82309 	20706 
447900 	61200 
541685 	35700 
161701 	25500 
200000 	0 
160000 	0 
70000 	29671 
445939 	23211 
330400 	0 
92769 	0 
594000 	51000 
559800 	0 
70900 	30600 
218607 	25500 
194810 	12240 
204000 	122400 
208900 	0 
100000 	20400 
150000 	40800 
300000 	35700 
116778 	44880 
1000000 	92310 
106700 	0 
399750 	0 
137053 	40800 
147891 	0 
67556 	20400 
86941 	0 
32719 	22440 
391369 	35700 
36444 	25500 
127200 	18360 
211697 	0 
600000 	56100 
88500 	51593 
52753 	20400 
123294 	0 
234920 	35700 
62632 	0 
150900 	93134 
29568 	0 
69038 	20400 
600000 	0 
728364 	71400 
76832 	30600 
37647 	42840 
378107 	35700 
227930 	38119 
68353 	30600 
112730 	40800 
313671 	0 
1036661 	0 
46526 	0 
386000 	56100 
380000 	52020 
456000 	0 
88316 	30600 
106211 	0 
588457 	0 
77882 	0 
78133 	26520 
600000 	81600 
35000 	18360 
388535 	10200 
425845 	8160 
432140 	61200 
599900 	0 
318544 	30600 
431800 	153000 
73467 	0 
52205 	45900 
131882 	25500 
250000 	30600 
478497 	35700 
1000000 	153000 
200947 	0 
262235 	0 
389890 	25500 
361059 	28560 
132471 	0 
78842 	40800 
158403 	40800 
619152 	66300 
600000 	0 
106211 	61200 
64105 	0 
686749 	24095 
780000 	40800 
392700 	36897 
547432 	45900 
499900 	51000 
200000 	72420 
473325 	25500 
25442 	0 
132111 	17340 
360759 	0 
493588 	51000 
331023 	15300 
450000 	0 
68267 	7752 
42287 	76500 
64425 	50481 
202424 	25500 
134948 	0 
357867 	0 
259925 	26021 
33474 	0 
408900 	45900 
146076 	42840 
85250 	40800 
743409 	45900 
118842 	0 
82111 	34680 
50000 	37720 
44343 	25500 
498900 	61200 
430411 	40800 
50000 	0 
200000 	51000 
113889 	0 
431429 	0 
64149 	30600 
92246 	45390 
179351 	35700 
137882 	20400 
230670 	26520 
305923 	1530 
264648 	45900 
106322 	21470 
134476 	35700 
434773 	40800 
200000 	18360 
295176 	53255 
560500 	35570 
394875 	26017 
249722 	25500 
33842 	0 
190625 	0 
328133 	0 
487400 	0 
